label,cluster_no
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
kidneybeans,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,5
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,0
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,4
pigeonpeas,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,1
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,7
lentil,5
lentil,5
lentil,7
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,0
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,7
lentil,7
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,5
mango,5
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,5
mango,0
mango,0
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,5
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,5
orange,5
orange,4
orange,4
orange,4
orange,4
papaya,6
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,5
papaya,6
papaya,5
papaya,6
papaya,6
papaya,5
papaya,5
papaya,6
papaya,5
papaya,5
papaya,5
papaya,5
papaya,6
papaya,5
papaya,6
papaya,6
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,6
papaya,5
papaya,4
papaya,5
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,6
papaya,5
papaya,5
papaya,6
papaya,5
papaya,5
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,6
papaya,5
papaya,6
papaya,1
papaya,5
papaya,5
papaya,6
papaya,6
papaya,4
papaya,5
papaya,6
papaya,1
papaya,1
papaya,5
papaya,5
papaya,5
papaya,1
papaya,6
papaya,1
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,1
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
papaya,6
papaya,5
papaya,6
papaya,5
papaya,5
papaya,1
papaya,6
papaya,5
papaya,6
papaya,5
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
coconut,6
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,1
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
